/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S34. Binned and LOESS smoothed Cenozoic deep-sea benthic foraminifer stable carbon and oxygen isotope reference splice. PANGAEA, https://doi.org/10.1594/PANGAEA.917717, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Parameter(s):	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Ccount
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13C
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Cinterp
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ocount
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18O
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ointerp
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmooth
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmooth
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: error
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmoothLongTerm
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmoothLongTerm
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENLOESSsmooth_pts
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	294263 data points
*/
Tuned time [Ma]	Foram benth [#] (ISOBENbinned_d13Ccount)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13C)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13Cinterp)	Foram benth [#] (ISOBENbinned_d18Ocount)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18O)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18Ointerp)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmooth)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmooth)	Comment (error)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmoothLongTerm)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmoothLongTerm)	Comment (ISOBENLOESSsmooth_pts)
25.276	1	0.150	0.150	1	2.040	2.040	0.248	2.089	10pts smooth	0.389018390	2.231566200	500pts smooth
25.278	0		0.175	0		2.085	0.187	2.095	10pts smooth	0.389969230	2.231834700	500pts smooth
25.280	1	0.200	0.200	1	2.130	2.130	0.226	2.109	10pts smooth	0.390942340	2.232116200	500pts smooth
25.282	0		0.300	0		2.130	0.291	2.131	10pts smooth	0.391936900	2.232411100	500pts smooth
25.284	1	0.400	0.400	1	2.130	2.130	0.354	2.145	10pts smooth	0.392952110	2.232718500	500pts smooth
25.286	1	0.400	0.400	1	2.190	2.190	0.409	2.159	10pts smooth	0.393987240	2.233037900	500pts smooth
25.288	0		0.415	0		2.175	0.419	2.178	10pts smooth	0.395041440	2.233369400	500pts smooth
25.290	1	0.430	0.430	1	2.160	2.160	0.413	2.200	10pts smooth	0.396113960	2.233712200	500pts smooth
25.292	1	0.410	0.410	1	2.260	2.260	0.399	2.227	10pts smooth	0.397203980	2.234066200	500pts smooth
25.294	0		0.370	0		2.255	0.391	2.257	10pts smooth	0.398310780	2.234431300	500pts smooth
25.296	1	0.330	0.330	1	2.250	2.250	0.416	2.291	10pts smooth	0.399433490	2.234806300	500pts smooth
25.298	1	0.530	0.530	1	2.350	2.350	0.444	2.311	10pts smooth	0.400571350	2.235191600	500pts smooth
25.300	0		0.485	0		2.315	0.465	2.284	10pts smooth	0.401723590	2.235586400	500pts smooth
25.302	1	0.440	0.440	1	2.280	2.280	0.472	2.249	10pts smooth	0.402889400	2.235990500	500pts smooth
25.304	1	0.460	0.460	1	2.130	2.130	0.433	2.227	10pts smooth	0.404068020	2.236403700	500pts smooth
25.306	0		0.395	0		2.200	0.393	2.215	10pts smooth	0.405258630	2.236825200	500pts smooth
25.308	1	0.330	0.330	1	2.270	2.270	0.388	2.234	10pts smooth	0.406460460	2.237254900	500pts smooth
25.310	0		0.400	0		2.290	0.393	2.255	10pts smooth	0.407672730	2.237692600	500pts smooth
25.312	1	0.470	0.470	1	2.310	2.310	0.412	2.248	10pts smooth	0.408894630	2.238137500	500pts smooth
25.314	1	0.400	0.400	1	2.110	2.110	0.435	2.247	10pts smooth	0.410125370	2.238589500	500pts smooth
25.316	0		0.435	0		2.260	0.445	2.283	10pts smooth	0.411364200	2.239048200	500pts smooth
25.318	1	0.470	0.470	1	2.410	2.410	0.452	2.322	10pts smooth	0.412610260	2.239513400	500pts smooth
25.320	0		0.467	0		2.367	0.464	2.343	10pts smooth	0.413862850	2.239984500	500pts smooth
25.322	0		0.463	0		2.323	0.475	2.349	10pts smooth	0.415121140	2.240461100	500pts smooth
25.324	1	0.460	0.460	1	2.280	2.280	0.475	2.313	10pts smooth	0.416384310	2.240943000	500pts smooth
25.326	0		0.490	0		2.290	0.462	2.254	10pts smooth	0.417651620	2.241429600	500pts smooth
25.328	1	0.520	0.520	1	2.300	2.300	0.433	2.217	10pts smooth	0.418922280	2.241920700	500pts smooth
25.330	1	0.310	0.310	1	2.080	2.080	0.366	2.214	10pts smooth	0.420195460	2.242415900	500pts smooth
25.332	0		0.290	0		2.215	0.308	2.233	10pts smooth	0.421470400	2.242914900	500pts smooth
25.334	1	0.270	0.270	1	2.350	2.350	0.315	2.303	10pts smooth	0.422746330	2.243417500	500pts smooth
25.336	0		0.345	0		2.385	0.343	2.376	10pts smooth	0.424022410	2.243922700	500pts smooth
25.338	1	0.420	0.420	1	2.420	2.420	0.393	2.406	10pts smooth	0.425297920	2.244430800	500pts smooth
25.340	1	0.440	0.440	1	2.390	2.390	0.428	2.406	10pts smooth	0.426572020	2.244941000	500pts smooth
25.342	0		0.400	0		2.360	0.379	2.347	10pts smooth	0.427843930	2.245453400	500pts smooth
25.344	1	0.360	0.360	1	2.330	2.330	0.310	2.272	10pts smooth	0.429112880	2.245966900	500pts smooth
25.346	0		0.220	0		2.185	0.257	2.203	10pts smooth	0.430378080	2.246481900	500pts smooth
25.348	1	0.080	0.080	1	2.040	2.040	0.216	2.153	10pts smooth	0.431638720	2.246997400	500pts smooth
25.350	1	0.330	0.330	1	2.210	2.210	0.220	2.166	10pts smooth	0.432894020	2.247513500	500pts smooth
25.352	0		0.270	0		2.230	0.241	2.205	10pts smooth	0.434143220	2.248029500	500pts smooth
25.354	1	0.210	0.210	1	2.250	2.250	0.252	2.256	10pts smooth	0.435385500	2.248545400	500pts smooth
25.356	0		0.265	0		2.305	0.263	2.305	10pts smooth	0.436620090	2.249060400	500pts smooth
25.358	1	0.320	0.320	1	2.360	2.360	0.281	2.335	10pts smooth	0.437846180	2.249574400	500pts smooth
25.360	0		0.290	0		2.345	0.316	2.362	10pts smooth	0.439062980	2.250087000	500pts smooth
25.362	1	0.260	0.260	1	2.330	2.330	0.388	2.390	10pts smooth	0.440269740	2.250597700	500pts smooth
25.364	1	0.580	0.580	1	2.480	2.480	0.453	2.406	10pts smooth	0.441465650	2.251106500	500pts smooth
25.366	0		0.515	0		2.415	0.480	2.409	10pts smooth	0.442649930	2.251612400	500pts smooth
25.368	1	0.450	0.450	1	2.350	2.350	0.475	2.390	10pts smooth	0.443821760	2.252115700	500pts smooth
25.370	0		0.385	0		2.330	0.385	2.316	10pts smooth	0.444980380	2.252615700	500pts smooth
25.372	1	0.320	0.320	1	2.310	2.310	0.287	2.230	10pts smooth	0.446125000	2.253111800	500pts smooth
25.374	1	0.160	0.160	1	2.060	2.060	0.247	2.159	10pts smooth	0.447254840	2.253604200	500pts smooth
25.376	0		0.220	0		2.085	0.225	2.096	10pts smooth	0.448369090	2.254092000	500pts smooth
25.378	1	0.280	0.280	1	2.110	2.110	0.233	2.053	10pts smooth	0.449466940	2.254575000	500pts smooth
25.380	0		0.260	0		2.040	0.249	2.033	10pts smooth	0.450547700	2.255053000	500pts smooth
25.382	1	0.240	0.240	1	1.970	1.970	0.249	2.058	10pts smooth	0.451610480	2.255525600	500pts smooth
25.384	0		0.230	0		2.075	0.247	2.086	10pts smooth	0.452654510	2.255992200	500pts smooth
25.386	1	0.220	0.220	1	2.180	2.180	0.253	2.088	10pts smooth	0.453679050	2.256452600	500pts smooth
25.388	1	0.330	0.330	1	2.130	2.130	0.256	2.076	10pts smooth	0.454683270	2.256906300	500pts smooth
25.390	0		0.255	0		1.995	0.245	2.030	10pts smooth	0.455697750	2.257369800	500pts smooth
25.392	1	0.180	0.180	1	1.860	1.860	0.233	1.982	10pts smooth	0.456752780	2.257858500	500pts smooth
25.394	0		0.230	0		1.975	0.242	1.993	10pts smooth	0.457847180	2.258372100	500pts smooth
25.396	1	0.280	0.280	1	2.090	2.090	0.313	2.136	10pts smooth	0.458979700	2.258909900	500pts smooth
25.398	1	0.410	0.410	1	2.370	2.370	0.385	2.287	10pts smooth	0.460149170	2.259470900	500pts smooth
25.400	0		0.430	0		2.385	0.396	2.344	10pts smooth	0.461354350	2.260054600	500pts smooth
25.402	1	0.450	0.450	1	2.400	2.400	0.382	2.356	10pts smooth	0.462594090	2.260660200	500pts smooth
25.404	0		0.300	0		2.270	0.327	2.290	10pts smooth	0.463867160	2.261287000	500pts smooth
25.406	1	0.150	0.150	1	2.140	2.140	0.268	2.215	10pts smooth	0.465172320	2.261934300	500pts smooth
25.408	1	0.320	0.320	1	2.190	2.190	0.244	2.211	10pts smooth	0.466508420	2.262601100	500pts smooth
25.410	0		0.265	0		2.235	0.241	2.219	10pts smooth	0.467874230	2.263287100	500pts smooth
25.412	1	0.210	0.210	1	2.280	2.280	0.266	2.226	10pts smooth	0.469268560	2.263991400	500pts smooth
25.414	0		0.295	0		2.225	0.297	2.225	10pts smooth	0.470690190	2.264713300	500pts smooth
25.416	1	0.380	0.380	1	2.170	2.170	0.318	2.185	10pts smooth	0.472137900	2.265451900	500pts smooth
25.418	0		0.355	0		2.145	0.350	2.147	10pts smooth	0.473610520	2.266206700	500pts smooth
25.420	1	0.330	0.330	1	2.120	2.120	0.401	2.146	10pts smooth	0.475106840	2.266976800	500pts smooth
25.422	1	0.450	0.450	1	2.150	2.150	0.461	2.156	10pts smooth	0.476625620	2.267761700	500pts smooth
25.424	0		0.560	0		2.180	0.540	2.166	10pts smooth	0.478165690	2.268560600	500pts smooth
25.426	1	0.670	0.670	1	2.210	2.210	0.615	2.173	10pts smooth	0.479725840	2.269372700	500pts smooth
25.428	0		0.640	0		2.155	0.653	2.163	10pts smooth	0.481304880	2.270197200	500pts smooth
25.430	1	0.610	0.610	1	2.100	2.100	0.670	2.149	10pts smooth	0.482901570	2.271033500	500pts smooth
25.432	1	0.720	0.720	1	2.170	2.170	0.659	2.137	10pts smooth	0.484514710	2.271880900	500pts smooth
25.434	0		0.650	0		2.140	0.637	2.127	10pts smooth	0.486143140	2.272738700	500pts smooth
25.436	1	0.580	0.580	1	2.110	2.110	0.617	2.115	10pts smooth	0.487785610	2.273606100	500pts smooth
25.438	0		0.570	0		2.100	0.591	2.109	10pts smooth	0.489440950	2.274482300	500pts smooth
25.440	1	0.560	0.560	1	2.090	2.090	0.564	2.123	10pts smooth	0.491107910	2.275366800	500pts smooth
25.442	1	0.610	0.610	1	2.170	2.170	0.533	2.141	10pts smooth	0.492785330	2.276258700	500pts smooth
25.444	0		0.480	0		2.165	0.491	2.158	10pts smooth	0.494471970	2.277157300	500pts smooth
25.446	1	0.350	0.350	1	2.160	2.160	0.444	2.166	10pts smooth	0.496166680	2.278061900	500pts smooth
25.448	1	0.480	0.480	1	2.180	2.180	0.389	2.131	10pts smooth	0.497868180	2.278971700	500pts smooth
25.450	0		0.375	0		2.105	0.353	2.105	10pts smooth	0.499575320	2.279886200	500pts smooth
25.452	1	0.270	0.270	1	2.030	2.030	0.374	2.145	10pts smooth	0.501286860	2.280804600	500pts smooth
25.454	0		0.395	0		2.190	0.412	2.199	10pts smooth	0.503001630	2.281726100	500pts smooth
25.456	1	0.520	0.520	1	2.350	2.350	0.454	2.234	10pts smooth	0.504718420	2.282649800	500pts smooth
25.458	1	0.570	0.570	1	2.340	2.340	0.500	2.257	10pts smooth	0.506436050	2.283575300	500pts smooth
25.460	0		0.495	0		2.260	0.519	2.264	10pts smooth	0.508153200	2.284501800	500pts smooth
25.462	1	0.420	0.420	1	2.180	2.180	0.486	2.253	10pts smooth	0.509868800	2.285428500	500pts smooth
25.464	1	0.510	0.510	1	2.190	2.190	0.440	2.251	10pts smooth	0.511581600	2.286354800	500pts smooth
25.466	0		0.415	0		2.320	0.397	2.305	10pts smooth	0.513290350	2.287279600	500pts smooth
25.468	1	0.320	0.320	1	2.450	2.450	0.367	2.351	10pts smooth	0.514993910	2.288202800	500pts smooth
25.470	0		0.355	0		2.340	0.370	2.327	10pts smooth	0.516691090	2.289123100	500pts smooth
25.472	1	0.390	0.390	1	2.230	2.230	0.400	2.281	10pts smooth	0.518380580	2.290040000	500pts smooth
25.474	1	0.470	0.470	1	2.210	2.210	0.490	2.222	10pts smooth	0.520061250	2.290952900	500pts smooth
25.476	0		0.580	0		2.175	0.574	2.167	10pts smooth	0.521731910	2.291861100	500pts smooth
25.478	1	0.690	0.690	1	2.140	2.140	0.589	2.135	10pts smooth	0.523391310	2.292763500	500pts smooth
25.480	0		0.570	0		2.130	0.579	2.117	10pts smooth	0.525038300	2.293659900	500pts smooth
25.482	1	0.450	0.450	1	2.120	2.120	0.527	2.131	10pts smooth	0.526671650	2.294549000	500pts smooth
25.484	1	0.510	0.510	1	2.090	2.090	0.473	2.156	10pts smooth	0.528290090	2.295430700	500pts smooth
25.486	0		0.475	0		2.205	0.464	2.173	10pts smooth	0.529892500	2.296303700	500pts smooth
25.488	1	0.440	0.440	1	2.320	2.320	0.481	2.194	10pts smooth	0.531477690	2.297167500	500pts smooth
25.490	1	0.510	0.510	1	2.080	2.080	0.545	2.215	10pts smooth	0.533044400	2.298021800	500pts smooth
25.492	0		0.615	0		2.210	0.609	2.229	10pts smooth	0.534591440	2.298865100	500pts smooth
25.494	1	0.720	0.720	1	2.340	2.340	0.634	2.237	10pts smooth	0.536117550	2.299697200	500pts smooth
25.496	0		0.645	0		2.247	0.638	2.249	10pts smooth	0.537621680	2.300517300	500pts smooth
25.498	2	0.570	0.570	2	2.153	2.153	0.582	2.251	10pts smooth	0.539102440	2.301324600	500pts smooth
25.500	1	0.480	0.480	1	2.360	2.360	0.526	2.264	10pts smooth	0.540558760	2.302118500	500pts smooth
25.502	1	0.570	0.570	1	2.203	2.203	0.531	2.340	10pts smooth	0.541989390	2.302897900	500pts smooth
25.504	2	0.490	0.490	2	2.502	2.502	0.565	2.417	10pts smooth	0.543393080	2.303662800	500pts smooth
25.506	0		0.640	0		2.489	0.634	2.442	10pts smooth	0.544768750	2.304411600	500pts smooth
25.508	2	0.790	0.790	2	2.476	2.476	0.711	2.457	10pts smooth	0.546115040	2.305144300	500pts smooth
25.510	2	0.740	0.740	2	2.361	2.361	0.776	2.466	10pts smooth	0.547430870	2.305859800	500pts smooth
25.512	0		0.810	0		2.465	0.827	2.470	10pts smooth	0.548714940	2.306557400	500pts smooth
25.514	1	0.880	0.880	1	2.568	2.568	0.853	2.493	10pts smooth	0.549966160	2.307236400	500pts smooth
25.516	0		0.860	0		2.515	0.864	2.513	10pts smooth	0.551183220	2.307896400	500pts smooth
25.518	1	0.840	0.840	1	2.461	2.461	0.848	2.504	10pts smooth	0.552364950	2.308536100	500pts smooth
25.520	1	0.850	0.850	1	2.494	2.494	0.820	2.485	10pts smooth	0.553510130	2.309155200	500pts smooth
25.522	0		0.785	0		2.480	0.794	2.465	10pts smooth	0.554654600	2.309775400	500pts smooth
25.524	1	0.720	0.720	1	2.466	2.466	0.764	2.442	10pts smooth	0.555834050	2.310418100	500pts smooth
25.526	1	0.820	0.820	1	2.426	2.426	0.749	2.429	10pts smooth	0.557047310	2.311082800	500pts smooth
25.528	1	0.730	0.730	1	2.403	2.403	0.764	2.442	10pts smooth	0.558293100	2.311768800	500pts smooth
25.530	0		0.760	0		2.447	0.795	2.464	10pts smooth	0.559570130	2.312475000	500pts smooth
25.532	1	0.790	0.790	1	2.491	2.491	0.839	2.488	10pts smooth	0.560877260	2.313201000	500pts smooth
25.534	1	1.000	1.000	1	2.612	2.612	0.877	2.507	10pts smooth	0.562213180	2.313946000	500pts smooth
25.536	1	0.900	0.900	1	2.422	2.422	0.882	2.491	10pts smooth	0.563576700	2.314709400	500pts smooth
25.538	1	0.780	0.780	1	2.469	2.469	0.870	2.474	10pts smooth	0.564966500	2.315490200	500pts smooth
25.540	0		0.835	0		2.477	0.827	2.498	10pts smooth	0.566381450	2.316287800	500pts smooth
25.542	1	0.890	0.890	1	2.484	2.484	0.788	2.523	10pts smooth	0.567820190	2.317101500	500pts smooth
25.544	1	0.640	0.640	1	2.626	2.626	0.796	2.522	10pts smooth	0.569281580	2.317930500	500pts smooth
25.546	1	0.860	0.860	1	2.510	2.510	0.807	2.509	10pts smooth	0.570764300	2.318774000	500pts smooth
25.548	0		0.845	0		2.445	0.809	2.471	10pts smooth	0.572267170	2.319631600	500pts smooth
25.550	1	0.830	0.830	1	2.380	2.380	0.805	2.438	10pts smooth	0.573788940	2.320502000	500pts smooth
25.552	1	0.720	0.720	1	2.528	2.528	0.773	2.465	10pts smooth	0.575328350	2.321385100	500pts smooth
25.554	1	0.740	0.740	1	2.406	2.406	0.733	2.502	10pts smooth	0.576884150	2.322279700	500pts smooth
25.556	1	0.730	0.730	1	2.621	2.621	0.713	2.517	10pts smooth	0.578455150	2.323185200	500pts smooth
25.558	0		0.695	0		2.544	0.698	2.523	10pts smooth	0.580040040	2.324101000	500pts smooth
25.560	1	0.660	0.660	1	2.467	2.467	0.685	2.519	10pts smooth	0.581637620	2.325026300	500pts smooth
25.562	1	0.720	0.720	1	2.494	2.494	0.667	2.502	10pts smooth	0.583246710	2.325960200	500pts smooth
25.564	1	0.620	0.620	1	2.501	2.501	0.656	2.482	10pts smooth	0.584865930	2.326902200	500pts smooth
25.566	0		0.650	0		2.472	0.662	2.461	10pts smooth	0.586494150	2.327851300	500pts smooth
25.568	1	0.680	0.680	1	2.444	2.444	0.678	2.441	10pts smooth	0.588130060	2.328806900	500pts smooth
25.570	1	0.720	0.720	1	2.447	2.447	0.720	2.433	10pts smooth	0.589772460	2.329768400	500pts smooth
25.572	1	0.740	0.740	1	2.321	2.321	0.757	2.429	10pts smooth	0.591420110	2.330735000	500pts smooth
25.574	1	0.820	0.820	1	2.512	2.512	0.749	2.424	10pts smooth	0.593071820	2.331705800	500pts smooth
25.576	0		0.730	0		2.444	0.731	2.413	10pts smooth	0.594726200	2.332680500	500pts smooth
25.578	1	0.640	0.640	1	2.376	2.376	0.716	2.375	10pts smooth	0.596382200	2.333657700	500pts smooth
25.580	1	0.700	0.700	1	2.272	2.272	0.700	2.333	10pts smooth	0.598038430	2.334637200	500pts smooth
25.582	1	0.750	0.750	1	2.339	2.339	0.687	2.309	10pts smooth	0.599693720	2.335618000	500pts smooth
25.584	0		0.690	0		2.303	0.681	2.302	10pts smooth	0.601346790	2.336599600	500pts smooth
25.586	1	0.630	0.630	1	2.268	2.268	0.676	2.315	10pts smooth	0.602996410	2.337580900	500pts smooth
25.588	1	0.640	0.640	1	2.397	2.397	0.679	2.337	10pts smooth	0.604641380	2.338561800	500pts smooth
25.590	1	0.760	0.760	1	2.390	2.390	0.705	2.371	10pts smooth	0.606280450	2.339540700	500pts smooth
25.592	1	0.750	0.750	1	2.333	2.333	0.742	2.414	10pts smooth	0.607912300	2.340517500	500pts smooth
25.594	0		0.760	0		2.464	0.764	2.444	10pts smooth	0.609535810	2.341491500	500pts smooth
25.596	1	0.770	0.770	1	2.594	2.594	0.754	2.455	10pts smooth	0.611149610	2.342461600	500pts smooth
25.598	1	0.720	0.720	1	2.329	2.329	0.738	2.467	10pts smooth	0.612752620	2.343427200	500pts smooth
25.600	1	0.730	0.730	1	2.446	2.446	0.734	2.488	10pts smooth	0.614343460	2.344387500	500pts smooth
25.602	0		0.725	0		2.527	0.730	2.494	10pts smooth	0.615920900	2.345341900	500pts smooth
25.604	1	0.720	0.720	1	2.608	2.608	0.731	2.462	10pts smooth	0.617483790	2.346289900	500pts smooth
25.606	1	0.760	0.760	1	2.347	2.347	0.726	2.417	10pts smooth	0.619030830	2.347230200	500pts smooth
25.608	0		0.705	0		2.303	0.698	2.353	10pts smooth	0.620560820	2.348162400	500pts smooth
25.610	1	0.650	0.650	1	2.259	2.259	0.666	2.298	10pts smooth	0.622072460	2.349085800	500pts smooth
25.612	1	0.630	0.630	1	2.357	2.357	0.633	2.301	10pts smooth	0.623564540	2.349999700	500pts smooth
25.614	0		0.615	0		2.333	0.611	2.317	10pts smooth	0.625035760	2.350903000	500pts smooth
25.616	1	0.600	0.600	1	2.308	2.308	0.637	2.324	10pts smooth	0.626484990	2.351795400	500pts smooth
25.618	1	0.650	0.650	1	2.302	2.302	0.663	2.328	10pts smooth	0.627910970	2.352675900	500pts smooth
25.620	0		0.690	0		2.340	0.650	2.324	10pts smooth	0.629312400	2.353544000	500pts smooth
25.622	1	0.730	0.730	1	2.377	2.377	0.623	2.323	10pts smooth	0.630688010	2.354398700	500pts smooth
25.624	1	0.460	0.460	1	2.263	2.263	0.579	2.326	10pts smooth	0.632036690	2.355239600	500pts smooth
25.626	0		0.500	0		2.321	0.534	2.332	10pts smooth	0.633357110	2.356065500	500pts smooth
25.628	1	0.540	0.540	1	2.378	2.378	0.514	2.351	10pts smooth	0.634648030	2.356876100	500pts smooth
25.630	1	0.570	0.570	1	2.371	2.371	0.504	2.369	10pts smooth	0.635908190	2.357670500	500pts smooth
25.632	0		0.480	0		2.366	0.496	2.369	10pts smooth	0.637136460	2.358447800	500pts smooth
25.634	1	0.390	0.390	1	2.361	2.361	0.490	2.357	10pts smooth	0.638331470	2.359207600	500pts smooth
25.636	1	0.550	0.550	1	2.359	2.359	0.480	2.324	10pts smooth	0.639492030	2.359948900	500pts smooth
25.638	0		0.520	0		2.284	0.473	2.296	10pts smooth	0.640616950	2.360671000	500pts smooth
25.640	1	0.490	0.490	1	2.209	2.209	0.463	2.296	10pts smooth	0.641704920	2.361373400	500pts smooth
25.642	1	0.340	0.340	1	2.372	2.372	0.469	2.311	10pts smooth	0.642754670	2.362055100	500pts smooth
25.644	0		0.510	0		2.365	0.539	2.362	10pts smooth	0.643765090	2.362715500	500pts smooth
25.646	1	0.680	0.680	1	2.359	2.359	0.612	2.409	10pts smooth	0.644734800	2.363354000	500pts smooth
25.648	1	0.710	0.710	1	2.472	2.472	0.637	2.396	10pts smooth	0.645662670	2.363969300	500pts smooth
25.650	0		0.633	0		2.391	0.636	2.367	10pts smooth	0.646547380	2.364561300	500pts smooth
25.652	0		0.557	0		2.309	0.584	2.336	10pts smooth	0.647387740	2.365129000	500pts smooth
25.654	1	0.480	0.480	1	2.228	2.228	0.534	2.309	10pts smooth	0.648182510	2.365671900	500pts smooth
25.656	0		0.545	0		2.322	0.554	2.305	10pts smooth	0.648950580	2.366203500	500pts smooth
25.658	1	0.610	0.610	1	2.416	2.416	0.602	2.310	10pts smooth	0.649711670	2.366738800	500pts smooth
25.660	1	0.600	0.600	1	2.282	2.282	0.630	2.307	10pts smooth	0.650465490	2.367277100	500pts smooth
25.662	0		0.635	0		2.253	0.607	2.277	10pts smooth	0.651211800	2.367818600	500pts smooth
25.664	1	0.670	0.670	1	2.223	2.223	0.562	2.252	10pts smooth	0.651950420	2.368362200	500pts smooth
25.666	1	0.400	0.400	1	2.278	2.278	0.489	2.269	10pts smooth	0.652681110	2.368908200	500pts smooth
25.668	0		0.400	0		2.310	0.426	2.296	10pts smooth	0.653403580	2.369456100	500pts smooth
25.670	1	0.400	0.400	1	2.341	2.341	0.434	2.318	10pts smooth	0.654117640	2.370005100	500pts smooth
25.672	1	0.490	0.490	1	2.299	2.299	0.461	2.338	10pts smooth	0.654823120	2.370555900	500pts smooth
25.674	0		0.515	0		2.342	0.473	2.348	10pts smooth	0.655519660	2.371107100	500pts smooth
25.676	1	0.540	0.540	1	2.386	2.386	0.494	2.347	10pts smooth	0.656207140	2.371659000	500pts smooth
25.678	1	0.410	0.410	1	2.361	2.361	0.543	2.325	10pts smooth	0.656885270	2.372211200	500pts smooth
25.680	0		0.580	0		2.266	0.597	2.302	10pts smooth	0.657553790	2.372763400	500pts smooth
25.682	1	0.750	0.750	1	2.171	2.171	0.649	2.300	10pts smooth	0.658212600	2.373315100	500pts smooth
25.684	1	0.720	0.720	1	2.431	2.431	0.687	2.293	10pts smooth	0.658861280	2.373866100	500pts smooth
25.686	0		0.645	0		2.306	0.665	2.259	10pts smooth	0.659499760	2.374416100	500pts smooth
25.688	1	0.570	0.570	1	2.180	2.180	0.632	2.223	10pts smooth	0.660127760	2.374964500	500pts smooth
25.690	1	0.650	0.650	1	2.125	2.125	0.638	2.183	10pts smooth	0.660745020	2.375511400	500pts smooth
